Id,ActivityDay,StepTotal,Day of Week,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
user_one,4/12/2016,13162,Tuesday,1985,728,328,13,25,0,6.06,0.55,1.88
user_one,4/13/2016,10735,Wednesday,1797,776,217,19,21,0,4.71,0.69,1.57
user_one,4/14/2016,10460,Thursday,1776,1218,181,11,30,0,3.91,0.40,2.44
user_one,4/15/2016,9762,Friday,1745,726,209,34,29,0,2.83,1.26,2.14
user_one,4/16/2016,12669,Saturday,1863,773,221,10,36,0,5.04,0.41,2.71
user_one,4/17/2016,9705,Sunday,1728,539,164,20,38,0,2.51,0.78,3.19
user_one,4/18/2016,13019,Monday,1921,1149,233,16,42,0,4.71,0.64,3.25
user_one,4/19/2016,15506,Tuesday,2035,775,264,31,50,0,5.03,1.32,3.53
user_one,4/20/2016,10544,Wednesday,1786,818,205,12,28,0,4.24,0.48,1.96
user_one,4/21/2016,9819,Thursday,1775,838,211,8,19,0,4.65,0.35,1.34
user_one,4/22/2016,12764,Friday,1827,1217,130,27,66,0,2.24,1.12,4.76
user_one,4/23/2016,14371,Saturday,1949,732,262,21,41,0,5.36,0.87,2.81
user_one,4/24/2016,10039,Sunday,1788,709,238,5,39,0,3.28,0.21,2.92
user_one,4/25/2016,15355,Monday,2013,814,216,14,73,0,3.94,0.57,5.29
user_one,4/26/2016,13755,Tuesday,1970,833,279,23,31,0,5.54,0.92,2.33
user_one,4/27/2016,18134,Wednesday,2159,1108,243,11,78,0,5.41,0.41,6.40
user_one,4/28/2016,13154,Thursday,1898,782,189,28,48,0,3.79,1.16,3.54
user_one,4/29/2016,11181,Friday,1837,815,243,12,16,0,5.58,0.50,1.06
user_one,4/30/2016,14673,Saturday,1947,712,217,34,52,0,4.27,1.42,3.56
user_one,5/1/2016,10602,Sunday,1820,730,246,35,33,0,2.92,1.60,2.29
user_one,5/2/2016,14727,Monday,2004,798,277,15,41,0,5.92,0.57,3.21
user_one,5/3/2016,15103,Tuesday,1990,816,254,24,50,0,4.88,1.05,3.73
user_one,5/4/2016,11100,Wednesday,1819,1179,203,22,36,0,3.82,0.87,2.46
user_one,5/5/2016,14070,Thursday,1959,857,250,24,45,0,4.88,1.08,2.92
user_one,5/6/2016,12159,Friday,1896,754,289,6,24,0,5.81,0.25,1.97
user_one,5/7/2016,11992,Saturday,1821,833,175,46,37,0,3.13,2.12,2.46
user_one,5/8/2016,10060,Sunday,1740,574,203,8,44,0,2.73,0.32,3.53
user_one,5/9/2016,12022,Monday,1819,835,206,11,46,0,3.74,0.53,3.45
user_one,5/10/2016,12207,Tuesday,1859,746,214,31,46,0,3.26,1.16,3.35
user_one,5/11/2016,12770,Wednesday,1783,669,251,23,36,0,4.55,1.01,2.56
user_one,5/12/2016,0,Thursday,0,1440,0,0,0,0,0.00,0.00,0.00
user_two,4/12/2016,8163,Tuesday,1432,1294,146,0,0,0,5.31,0.00,0.00
user_two,4/13/2016,7007,Wednesday,1411,1292,148,0,0,0,4.55,0.00,0.00
user_two,4/14/2016,9107,Thursday,1572,1204,236,0,0,0,5.91,0.00,0.00
user_two,4/15/2016,1510,Friday,1344,1344,96,0,0,0,0.97,0.00,0.00
user_two,4/16/2016,5370,Saturday,1463,1264,176,0,0,0,3.49,0.00,0.00
user_two,4/17/2016,6175,Sunday,1554,1276,127,22,15,0,1.49,1.52,1.03
user_two,4/18/2016,10536,Monday,1604,1214,202,7,17,0,4.62,0.62,2.15
user_two,4/19/2016,2916,Tuesday,1435,1299,141,0,0,0,1.90,0.00,0.00
user_two,4/20/2016,4974,Wednesday,1446,1289,151,0,0,0,3.23,0.00,0.00
user_two,4/21/2016,6349,Thursday,1467,1254,186,0,0,0,4.11,0.00,0.00
user_two,4/22/2016,4026,Friday,1470,1241,199,0,0,0,2.60,0.00,0.00
user_two,4/23/2016,8538,Saturday,1562,1213,227,0,0,0,5.54,0.00,0.00
user_two,4/24/2016,6076,Sunday,1617,1221,185,18,16,0,1.89,0.91,1.15
user_two,4/25/2016,6497,Monday,1492,1238,202,0,0,0,4.20,0.00,0.00
user_two,4/26/2016,2826,Tuesday,1402,1300,140,0,0,0,1.83,0.00,0.00
user_two,4/27/2016,8367,Wednesday,1670,1233,154,36,17,0,2.46,1.87,1.11
user_two,4/28/2016,2759,Thursday,1401,1320,115,5,0,0,1.60,0.20,0.00
user_two,4/29/2016,2390,Friday,1404,1290,150,0,0,0,1.55,0.00,0.00
user_two,4/30/2016,6474,Saturday,1655,1182,224,23,11,0,2.12,1.28,0.90
user_two,5/1/2016,36019,Sunday,2690,1020,171,63,186,0,1.91,4.19,21.92
user_two,5/2/2016,7155,Monday,1497,1261,166,6,7,0,3.47,0.59,0.86
user_two,5/3/2016,2100,Tuesday,1334,1344,96,0,0,0,1.34,0.00,0.00
user_two,5/4/2016,2193,Wednesday,1368,1322,118,0,0,0,1.42,0.00,0.00
user_two,5/5/2016,2470,Thursday,1370,1323,117,0,0,0,1.58,0.00,0.00
user_two,5/6/2016,1727,Friday,1341,1338,102,0,0,0,1.12,0.00,0.00
user_two,5/7/2016,2104,Saturday,1474,1258,182,0,0,0,1.37,0.00,0.00
user_two,5/8/2016,3427,Sunday,1427,1288,152,0,0,0,2.22,0.00,0.00
user_two,5/9/2016,1732,Monday,1328,1349,91,0,0,0,1.13,0.00,0.00
user_two,5/10/2016,2969,Tuesday,1393,1301,139,0,0,0,1.92,0.00,0.00
user_two,5/11/2016,3134,Wednesday,1359,1328,112,0,0,0,2.04,0.00,0.00
user_two,5/12/2016,2971,Thursday,1002,890,107,0,0,0,1.92,0.00,0.00
user_three,4/12/2016,10694,Tuesday,3199,1131,256,51,2,0,5.33,2.30,0.14
user_three,4/13/2016,8001,Wednesday,2902,1259,135,16,30,0,2.64,0.90,2.28
user_three,4/14/2016,11037,Thursday,3226,1125,252,58,5,0,5.10,2.56,0.36
user_three,4/15/2016,5263,Friday,2750,1263,170,4,3,0,3.45,0.15,0.22
user_three,4/16/2016,15300,Saturday,3493,1135,212,42,51,0,5.09,1.88,4.10
user_three,4/17/2016,8757,Sunday,3011,1212,186,13,29,0,3.55,0.57,2.25
user_three,4/18/2016,7132,Monday,2806,1271,121,33,15,0,2.45,1.67,1.07
user_three,4/19/2016,11256,Tuesday,3300,1099,278,58,5,0,5.30,2.53,0.36
user_three,4/20/2016,2436,Wednesday,2430,1315,125,0,0,0,1.76,0.00,0.00
user_three,4/21/2016,1223,Thursday,2140,1402,38,0,0,0,0.88,0.00,0.00
user_three,4/22/2016,3673,Friday,2344,1354,86,0,0,0,2.66,0.00,0.00
user_three,4/23/2016,6637,Saturday,2677,1265,160,15,0,0,4.25,0.58,0.00
user_three,4/24/2016,3321,Sunday,2413,1351,89,0,0,0,2.41,0.00,0.00
user_three,4/25/2016,3580,Monday,2497,1337,94,1,8,0,1.95,0.06,0.59
user_three,4/26/2016,9919,Tuesday,3123,1165,223,41,11,0,4.69,1.72,0.80
user_three,4/27/2016,3032,Wednesday,2489,1322,118,0,0,0,2.20,0.00,0.00
user_three,4/28/2016,9405,Thursday,3108,1157,227,53,3,0,4.31,2.32,0.20
user_three,4/29/2016,3176,Friday,2498,1193,120,0,0,0,2.31,0.00,0.00
user_three,4/30/2016,18213,Saturday,3846,816,402,71,9,0,9.46,3.14,0.63
user_three,5/1/2016,6132,Sunday,2696,908,146,24,3,0,3.23,0.99,0.24
user_three,5/2/2016,3758,Monday,2580,682,148,7,1,0,2.35,0.31,0.07
user_three,5/3/2016,12850,Tuesday,3324,1115,221,94,10,0,4.54,4.09,0.72
user_three,5/4/2016,2309,Wednesday,2222,1388,52,0,0,0,1.66,0.00,0.00
user_three,5/5/2016,4363,Thursday,2463,1341,81,12,6,0,2.13,0.54,0.52
user_three,5/6/2016,9787,Friday,3328,1054,369,6,11,0,6.01,0.27,0.82
user_three,5/7/2016,13372,Saturday,3404,1139,243,17,41,0,5.67,0.79,3.26
user_three,5/8/2016,6724,Sunday,2987,991,295,0,0,0,4.88,0.00,0.00
user_three,5/9/2016,6643,Monday,3008,1099,303,6,32,0,2.09,0.35,2.39
user_three,5/10/2016,9167,Tuesday,2799,1254,155,19,12,0,4.97,0.81,0.88
user_three,5/11/2016,1329,Wednesday,1276,713,49,0,0,0,0.95,0.00,0.00
user_four,4/12/2016,6697,Tuesday,2030,1101,339,0,0,0,4.43,0.00,0.00
user_four,4/13/2016,4929,Wednesday,1860,1192,248,0,0,0,3.26,0.00,0.00
user_four,4/14/2016,7937,Thursday,2130,843,373,0,0,0,5.23,0.00,0.00
user_four,4/15/2016,3844,Friday,1725,527,176,0,0,0,2.54,0.00,0.00
user_four,4/16/2016,3414,Saturday,1657,1293,147,0,0,0,2.26,0.00,0.00
user_four,4/17/2016,4525,Sunday,1793,1231,199,8,2,0,2.59,0.26,0.14
user_four,4/18/2016,4597,Monday,1814,1211,217,12,0,0,2.56,0.48,0.00
user_four,4/19/2016,197,Tuesday,1366,1430,10,0,0,0,0.13,0.00,0.00
user_four,4/20/2016,8,Wednesday,1349,1439,1,0,0,0,0.01,0.00,0.00
user_four,4/21/2016,8054,Thursday,2062,1117,308,13,2,0,4.68,0.52,0.12
user_four,4/22/2016,5372,Friday,1827,1220,220,0,0,0,3.55,0.00,0.00
user_four,4/23/2016,3570,Saturday,1645,1301,139,0,0,0,2.36,0.00,0.00
user_four,4/24/2016,0,Sunday,1347,1440,0,0,0,0,0.00,0.00,0.00
user_four,4/25/2016,0,Monday,1347,1440,0,0,0,0,0.00,0.00,0.00
user_four,4/26/2016,0,Tuesday,1347,1440,0,0,0,0,0.00,0.00,0.00
user_four,4/27/2016,4,Wednesday,1348,1439,1,0,0,0,0.00,0.00,0.00
user_four,4/28/2016,6907,Thursday,1992,1138,302,0,0,0,4.56,0.00,0.00
user_four,4/29/2016,4920,Friday,1856,1082,247,0,0,0,3.25,0.00,0.00
user_four,4/30/2016,4014,Saturday,1763,218,184,0,0,0,2.65,0.00,0.00
user_four,5/1/2016,2573,Sunday,1541,585,75,7,0,0,1.45,0.26,0.00
user_four,5/2/2016,0,Monday,1348,1440,0,0,0,0,0.00,0.00,0.00
user_four,5/3/2016,4059,Tuesday,1742,1256,184,0,0,0,2.68,0.00,0.00
user_four,5/4/2016,2080,Wednesday,1549,1353,87,0,0,0,1.37,0.00,0.00
user_four,5/5/2016,2237,Thursday,1589,1320,120,0,0,0,1.48,0.00,0.00
user_four,5/6/2016,44,Friday,1351,1438,2,0,0,0,0.03,0.00,0.00
user_four,5/7/2016,0,Saturday,1347,1440,0,0,0,0,0.00,0.00,0.00
user_four,5/8/2016,0,Sunday,1347,1440,0,0,0,0,0.00,0.00,0.00
user_four,5/9/2016,0,Monday,1347,1440,0,0,0,0,0.00,0.00,0.00
user_four,5/10/2016,0,Tuesday,1347,1440,0,0,0,0,0.00,0.00,0.00
user_four,5/11/2016,0,Wednesday,1347,1440,0,0,0,0,0.00,0.00,0.00
user_four,5/12/2016,0,Thursday,665,711,0,0,0,0,0.00,0.00,0.00
user_five,4/12/2016,678,Tuesday,2220,734,55,0,0,0,0.47,0.00,0.00
user_five,4/13/2016,356,Wednesday,2151,986,32,0,0,0,0.25,0.00,0.00
user_five,4/14/2016,2163,Thursday,2383,1292,88,9,0,0,1.10,0.40,0.00
user_five,4/15/2016,980,Friday,2221,941,51,0,0,0,0.68,0.00,0.00
user_five,4/16/2016,0,Saturday,2064,1440,0,0,0,0,0.00,0.00,0.00
user_five,4/17/2016,0,Sunday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,4/18/2016,244,Monday,2111,1423,17,0,0,0,0.17,0.00,0.00
user_five,4/19/2016,0,Tuesday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,4/20/2016,0,Wednesday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,4/21/2016,0,Thursday,2064,1440,0,0,0,0,0.00,0.00,0.00
user_five,4/22/2016,149,Friday,2093,1430,10,0,0,0,0.10,0.00,0.00
user_five,4/23/2016,2945,Saturday,2499,1295,145,0,0,0,2.04,0.00,0.00
user_five,4/24/2016,2090,Sunday,2324,1358,75,6,1,0,1.14,0.24,0.07
user_five,4/25/2016,152,Monday,2100,1303,12,0,0,0,0.11,0.00,0.00
user_five,4/26/2016,3761,Tuesday,2638,1058,192,0,0,0,2.60,0.00,0.00
user_five,4/27/2016,0,Wednesday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,4/28/2016,1675,Thursday,2351,1167,95,0,0,0,1.16,0.00,0.00
user_five,4/29/2016,0,Friday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,4/30/2016,0,Saturday,2064,1440,0,0,0,0,0.00,0.00,0.00
user_five,5/1/2016,2704,Sunday,2411,1355,70,1,14,0,0.83,0.03,1.01
user_five,5/2/2016,3790,Monday,2505,1322,94,8,16,0,1.16,0.30,1.16
user_five,5/3/2016,1326,Tuesday,2195,1413,17,0,10,0,0.18,0.00,0.73
user_five,5/4/2016,1786,Wednesday,2338,1353,87,0,0,0,1.24,0.00,0.00
user_five,5/5/2016,0,Thursday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,5/6/2016,2091,Friday,2383,1332,108,0,0,0,1.45,0.00,0.00
user_five,5/7/2016,1510,Saturday,2229,1392,48,0,0,0,1.04,0.00,0.00
user_five,5/8/2016,0,Sunday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,5/9/2016,0,Monday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,5/10/2016,0,Tuesday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,5/11/2016,0,Wednesday,2063,1440,0,0,0,0,0.00,0.00,0.00
user_five,5/12/2016,0,Thursday,1383,966,0,0,0,0,0.00,0.00,0.00
user_six,4/12/2016,11875,Tuesday,2390,1157,227,14,42,0,4.26,0.77,3.31
user_six,4/13/2016,12024,Wednesday,2601,1100,292,5,43,0,5.41,0.10,2.99
user_six,4/14/2016,10690,Thursday,2312,1148,257,3,32,0,4.82,0.21,2.48
user_six,4/15/2016,11034,Friday,2525,1122,282,9,27,0,5.78,0.31,1.94
user_six,4/16/2016,10100,Saturday,2177,1237,151,11,41,0,3.39,0.55,3.15
user_six,4/17/2016,15112,Sunday,2782,1052,331,29,28,0,6.88,0.66,3.87
user_six,4/18/2016,14131,Monday,2770,1078,311,3,48,0,6.30,0.12,3.64
user_six,4/19/2016,11548,Tuesday,2489,1152,250,7,31,0,5.00,0.24,3.29
user_six,4/20/2016,15112,Wednesday,2897,1053,276,63,48,0,5.40,1.93,3.34
user_six,4/21/2016,12453,Thursday,3158,1028,255,53,104,0,4.31,1.11,3.33
user_six,4/22/2016,12954,Friday,2638,1105,273,10,52,0,4.47,0.42,4.43
user_six,4/23/2016,6001,Saturday,2069,1191,249,0,0,0,4.21,0.00,0.00
user_six,4/24/2016,13481,Sunday,2529,1161,216,26,37,0,4.58,1.15,4.55
user_six,4/25/2016,11369,Monday,2470,1171,217,8,44,0,4.46,0.22,3.33
user_six,4/26/2016,10119,Tuesday,2793,1086,275,24,55,0,5.11,0.66,1.43
user_six,4/27/2016,10159,Wednesday,2463,1119,282,20,19,0,5.12,0.97,1.04
user_six,4/28/2016,10140,Thursday,2296,1123,291,20,6,0,5.39,1.33,0.41
user_six,4/29/2016,10245,Friday,2611,1098,281,40,21,0,5.50,1.21,0.48
user_six,4/30/2016,18387,Saturday,2732,1043,361,23,13,0,10.57,1.40,0.94
user_six,5/1/2016,10538,Sunday,2380,1142,245,28,25,0,4.50,0.96,1.94
user_six,5/2/2016,10379,Monday,2473,1119,277,8,36,0,4.33,0.34,2.61
user_six,5/3/2016,12183,Tuesday,2752,1104,250,14,72,0,4.28,0.46,3.99
user_six,5/4/2016,11768,Wednesday,2649,1105,272,27,36,0,4.85,0.93,2.51
user_six,5/5/2016,11895,Thursday,2609,1112,253,20,55,0,4.70,0.86,2.79
user_six,5/6/2016,10227,Friday,2498,1104,295,17,24,0,4.64,0.67,1.87
user_six,5/7/2016,6708,Saturday,1995,1269,149,2,20,0,3.02,0.08,1.61
user_six,5/8/2016,3292,Sunday,1848,1305,135,0,0,0,2.31,0.00,0.00
user_six,5/9/2016,13379,Monday,2709,1061,297,47,35,0,5.64,1.63,2.12
user_six,5/10/2016,12798,Tuesday,2797,1084,271,28,57,0,5.56,1.21,2.22
user_six,5/11/2016,13272,Wednesday,2544,1133,224,25,58,0,3.99,1.15,4.18
user_six,5/12/2016,9117,Thursday,1853,728,236,16,16,0,4.44,0.67,1.28
user_seven,4/12/2016,4414,Tuesday,1459,706,181,8,3,0,2.20,0.35,0.19
user_seven,4/13/2016,4993,Wednesday,1521,663,238,0,0,0,3.10,0.00,0.00
user_seven,4/14/2016,3335,Thursday,1431,653,197,0,0,0,2.05,0.00,0.00
user_seven,4/15/2016,3821,Friday,1444,687,188,0,0,0,2.37,0.00,0.00
user_seven,4/16/2016,2547,Saturday,1373,728,150,0,0,0,1.58,0.00,0.00
user_seven,4/17/2016,838,Sunday,1214,1053,60,0,0,0,0.52,0.00,0.00
user_seven,4/18/2016,3325,Monday,1419,1062,182,0,0,0,2.06,0.00,0.00
user_seven,4/19/2016,2424,Tuesday,1356,785,141,0,0,0,1.50,0.00,0.00
user_seven,4/20/2016,7222,Wednesday,1667,623,327,0,0,0,4.48,0.00,0.00
user_seven,4/21/2016,2467,Thursday,1370,749,153,0,0,0,1.53,0.00,0.00
user_seven,4/22/2016,2915,Friday,1399,712,162,0,0,0,1.81,0.00,0.00
user_seven,4/23/2016,12357,Saturday,1916,458,432,0,0,0,7.71,0.00,0.00
user_seven,4/24/2016,3490,Sunday,1401,704,164,0,0,0,2.16,0.00,0.00
user_seven,4/25/2016,6017,Monday,1576,821,260,0,0,0,3.73,0.00,0.00
user_seven,4/26/2016,5933,Tuesday,1595,1018,288,0,0,0,3.68,0.00,0.00
user_seven,4/27/2016,6088,Wednesday,1593,586,286,0,0,0,3.77,0.00,0.00
user_seven,4/28/2016,6375,Thursday,1649,626,331,0,0,0,3.95,0.00,0.00
user_seven,4/29/2016,7604,Friday,1692,492,352,0,0,0,4.71,0.00,0.00
user_seven,4/30/2016,4729,Saturday,1506,594,233,0,0,0,2.93,0.00,0.00
user_seven,5/1/2016,3609,Sunday,1447,716,191,0,0,0,2.28,0.00,0.00
user_seven,5/2/2016,7018,Monday,1690,716,355,0,0,0,4.35,0.00,0.00
user_seven,5/3/2016,5992,Tuesday,1604,981,304,0,0,0,3.72,0.00,0.00
user_seven,5/4/2016,6564,Wednesday,1658,530,345,0,0,0,4.07,0.00,0.00
user_seven,5/5/2016,12167,Thursday,1926,479,475,0,0,0,7.54,0.00,0.00
user_seven,5/6/2016,8198,Friday,1736,511,383,0,0,0,5.08,0.00,0.00
user_seven,5/7/2016,4193,Saturday,1491,665,229,0,0,0,2.60,0.00,0.00
user_seven,5/8/2016,5528,Sunday,1555,610,258,0,0,0,3.45,0.00,0.00
user_seven,5/9/2016,10685,Monday,1869,543,401,0,0,0,6.60,0.00,0.00
user_seven,5/10/2016,254,Tuesday,1141,1002,17,0,0,0,0.16,0.00,0.00
user_seven,5/11/2016,8580,Wednesday,1698,569,330,0,0,0,5.32,0.00,0.00
user_seven,5/12/2016,8891,Thursday,1364,330,343,0,0,0,5.51,0.00,0.00
user_eight,4/12/2016,10725,Tuesday,2124,1112,306,9,13,0,6.01,0.31,1.17
user_eight,4/13/2016,7275,Wednesday,2003,1105,335,0,0,0,4.90,0.00,0.00
user_eight,4/14/2016,3973,Thursday,1696,1249,191,0,0,0,2.68,0.00,0.00
user_eight,4/15/2016,5205,Friday,1801,1195,245,0,0,0,3.51,0.00,0.00
user_eight,4/16/2016,5057,Saturday,1724,1245,195,0,0,0,3.40,0.00,0.00
user_eight,4/17/2016,6198,Sunday,1852,1191,249,0,0,0,4.18,0.00,0.00
user_eight,4/18/2016,6559,Monday,1905,1173,260,7,0,0,4.14,0.26,0.00
user_eight,4/19/2016,5997,Tuesday,1811,1201,228,11,0,0,3.66,0.38,0.00
user_eight,4/20/2016,7192,Wednesday,1922,1146,283,11,0,0,4.34,0.49,0.00
user_eight,4/21/2016,3404,Thursday,1610,1302,127,10,1,0,1.81,0.42,0.06
user_eight,4/22/2016,5583,Friday,1851,1174,266,0,0,0,3.76,0.00,0.00
user_eight,4/23/2016,5079,Saturday,1804,1129,242,0,0,0,3.42,0.00,0.00
user_eight,4/24/2016,4165,Sunday,1725,1236,204,0,0,0,2.80,0.00,0.00
user_eight,4/25/2016,3588,Monday,1654,1280,152,5,3,0,1.99,0.20,0.23
user_eight,4/26/2016,3409,Tuesday,1632,1293,147,0,0,0,2.30,0.00,0.00
user_eight,4/27/2016,1715,Wednesday,1481,1358,82,0,0,0,1.16,0.00,0.00
user_eight,4/28/2016,1532,Thursday,1473,1364,76,0,0,0,1.03,0.00,0.00
user_eight,4/29/2016,924,Friday,1410,1395,45,0,0,0,0.62,0.00,0.00
user_eight,4/30/2016,4571,Saturday,1779,1206,234,0,0,0,3.07,0.00,0.00
user_eight,5/1/2016,772,Sunday,1403,1400,40,0,0,0,0.52,0.00,0.00
user_eight,5/2/2016,3634,Monday,1613,1306,123,6,5,0,1.88,0.21,0.36
user_eight,5/3/2016,7443,Tuesday,1878,1204,206,10,20,0,3.16,0.37,1.49
user_eight,5/4/2016,1201,Wednesday,1426,1388,52,0,0,0,0.81,0.00,0.00
user_eight,5/5/2016,5202,Thursday,1780,1206,223,11,0,0,3.11,0.39,0.00
user_eight,5/6/2016,4878,Friday,1742,1236,204,0,0,0,3.29,0.00,0.00
user_eight,5/7/2016,7379,Saturday,1972,1121,319,0,0,0,4.97,0.00,0.00
user_eight,5/8/2016,5161,Sunday,1821,1193,247,0,0,0,3.47,0.00,0.00
user_eight,5/9/2016,3090,Monday,1630,1295,145,0,0,0,2.08,0.00,0.00
